Sentence,Rubric,Score,FeedbackCode,Avg_Word_Length,Avg_Sentence_Length,Word_Count,Unq_Word_Count,Sentence_Count,Avg_Readability_Index,TokenizedSentences,TokenizedText,Grade,Outcome,Rubric_Encode,Grade_Encode
"Also, you need more details in the prior art section as there is always prior art. The investigation of Prior art is crucial to the impact declaration, and a link is needed here. You can use google patent search, even the Australian Patent database. A typical prior art search process requires a search strategy to be formulated at the beginning using a keyword search, name search, classification search or a citation search, or a combination thereof.",Sensemaking 1,48.33,463,86,4.38,86,35,4,52.19,"['also', ',', 'need', 'details', 'prior', 'art', 'section', 'always', 'prior', 'art', '.', 'investigation', 'prior', 'art', 'crucial', 'impact', 'declaration', ',', 'link', 'needed', '.', 'use', 'google', 'patent', 'search', ',', 'even', 'australian', 'patent', 'database', '.', 'typical', 'prior', 'art', 'search', 'process', 'requires', 'search', 'strategy', 'formulated', 'beginning', 'using', 'keyword', 'search', ',', 'name', 'search', ',', 'classification', 'search', 'citation', 'search', ',', 'combination', 'thereof', '.']","also , need details prior art section always prior art . investigation prior art crucial impact declaration , link needed . use google patent search , even australian patent database . typical prior art search process requires search strategy formulated beginning using keyword search , name search , classification search citation search , combination thereof .",N,Fail,6,3
Examined by Md ShamsujjohaPlease send an email to md.shamsujjoha2@monash.edu.,Agency 1,48.33,463,12,5.75,12,9,1,3.12,"['examined', 'md', 'shamsujjohaplease', 'send', 'email', 'md.shamsujjoha2', '@', 'monash.edu', '.']",examined md shamsujjohaplease send email md.shamsujjoha2 @ monash.edu .,N,Fail,0,3
"You received 23 marks for Week 10 and 11 and 6 marks for Week 12"" ",Agency 1,48.33,463,16,3.25,16,9,1,98.55,"['received', '23', 'marks', 'week', '10', '11', '6', 'marks', 'week', '12', ""''""]",received 23 marks week 10 11 6 marks week 12 '',N,Fail,0,3
"Ashvini Laxman Tamgadge, you correctly identified three out of four questions from the survey with their issues for week-4 Task-1.",Sensemaking 2,73.33,464,22,5.05,22,14,1,59.64,"['ashvini', 'laxman', 'tamgadge', ',', 'correctly', 'identified', 'three', 'four', 'questions', 'survey', 'issues', 'week-4', 'task-1', '.']","ashvini laxman tamgadge , correctly identified three four questions survey issues week-4 task-1 .",D,Pass,7,1
"First, we don't think there exist any issues with Ques:12 as you did.",Sensemaking 1,73.33,464,16,3.56,16,8,1,92.12,"['first', ',', ""n't"", 'think', 'exist', 'issues', 'ques:12', '.']","first , n't think exist issues ques:12 .",D,Pass,6,1
"Then, the improvements suggested are inappropriate. More specifically, your improvement for Ques:2 incorporates Add Options such as """"other"""" won't make much difference to the original question and related problems you identified.",Sensemaking 1,73.33,464,40,5.1,40,23,2,30.36,"[',', 'improvements', 'suggested', 'inappropriate', '.', 'specifically', ',', 'improvement', 'ques:2', 'incorporates', 'add', 'options', '``', ""''"", ""''"", ""''"", 'wo', ""n't"", 'make', 'much', 'difference', 'original', 'question', 'related', 'problems', 'identified', '.']",", improvements suggested inappropriate . specifically , improvement ques:2 incorporates add options `` '' '' '' wo n't make much difference original question related problems identified .",D,Pass,6,1
It would be best if you improved questions in such a way that it shouldn't create any confusion among the participants and are not biased or leading.,Impact 1,73.33,464,29,4.24,29,13,1,60.99,"['would', 'best', 'improved', 'questions', 'way', ""n't"", 'create', 'confusion', 'among', 'participants', 'biased', 'leading', '.']",would best improved questions way n't create confusion among participants biased leading .,D,Pass,3,1
"For week-4 task 2, you prepared both close and open-ended questions.",Sensemaking 1,73.33,464,13,4.46,13,9,1,77.23,"['week-4', 'task', '2', ',', 'prepared', 'close', 'open-ended', 'questions', '.']","week-4 task 2 , prepared close open-ended questions .",D,Pass,6,1
"Most questions are not relatively straightforward and can be improved in wording and rephrasing. For example, in questions 2 and 4, seem too similar, and these two questions can be merged to one.",Impact 1,73.33,464,38,4.29,38,16,2,63.19,"['questions', 'relatively', 'straightforward', 'improved', 'wording', 'rephrasing', '.', 'example', ',', 'questions', '2', '4', ',', 'seem', 'similar', ',', 'two', 'questions', 'merged', 'one', '.']","questions relatively straightforward improved wording rephrasing . example , questions 2 4 , seem similar , two questions merged one .",D,Pass,3,1
Similar problems do exist for other questions as well.,Sensemaking 2,73.33,464,10,4.6,10,6,1,53.88,"['similar', 'problems', 'exist', 'questions', 'well', '.']",similar problems exist questions well .,D,Pass,7,1
Another aspect you need to improve is your writing.,Impact 3,73.33,464,10,4.3,10,6,1,62.34,"['another', 'aspect', 'need', 'improve', 'writing', '.']",another aspect need improve writing .,D,Pass,5,1
"Some of the questions and justifications you have written were not clear because of grammatical mistakes. So, make sure that you pay attention to those details and improve your language skills by getting the necessary support from the university (e.g. English Connect).",Sensemaking 1,73.33,464,48,4.75,48,25,3,50.16,"['questions', 'justifications', 'written', 'clear', 'grammatical', 'mistakes', '.', ',', 'make', 'sure', 'pay', 'attention', 'details', 'improve', 'language', 'skills', 'getting', 'necessary', 'support', 'university', '(', 'e.g', '.', 'english', 'connect', ')', '.']","questions justifications written clear grammatical mistakes . , make sure pay attention details improve language skills getting necessary support university ( e.g . english connect ) .",D,Pass,6,1
"The interview schedule you presented for week 5 is perfect, and it consists of questionnaires related to the topic you selected.",Sensemaking 2,73.33,464,23,4.7,23,13,1,41.7,"['interview', 'schedule', 'presented', 'week', '5', 'perfect', ',', 'consists', 'questionnaires', 'related', 'topic', 'selected', '.']","interview schedule presented week 5 perfect , consists questionnaires related topic selected .",D,Pass,7,1
"The type of questions written is right as these are not leading or ambiguous questions, except for question no 9, [Did these remote meetings affected your willingness to engage with the fellow students?] , which are a bit biased, and it seems you are looking for a preassumed answer from the interviewee.",Sensemaking 1,73.33,464,59,4.29,59,28,2,28.17,"['type', 'questions', 'written', 'right', 'leading', 'ambiguous', 'questions', ',', 'except', 'question', '9', ',', '[', 'remote', 'meetings', 'affected', 'willingness', 'engage', 'fellow', 'students', '?', ']', ',', 'bit', 'biased', ',', 'seems', 'looking', 'preassumed', 'answer', 'interviewee', '.']","type questions written right leading ambiguous questions , except question 9 , [ remote meetings affected willingness engage fellow students ? ] , bit biased , seems looking preassumed answer interviewee .",D,Pass,6,1
"Overall, some of the questions are closed, but some are open and would allow a participant to respond.",Sensemaking 2,73.33,464,21,4.05,21,10,1,70.13,"['overall', ',', 'questions', 'closed', ',', 'open', 'would', 'allow', 'participant', 'respond', '.']","overall , questions closed , open would allow participant respond .",D,Pass,7,1
"Of the open questions, they cover similar elements of the topic.",Sensemaking 1,73.33,464,13,4.15,13,8,1,60.31,"['open', 'questions', ',', 'cover', 'similar', 'elements', 'topic', '.']","open questions , cover similar elements topic .",D,Pass,6,1
"Moreover, you followed a good practice during the interview to summarize the interviewee's response before asking the next question, especially for the question that could lead to a different meaning, which is very good.",Sensemaking 1,73.33,464,39,4.79,39,19,1,36.97,"['moreover', ',', 'followed', 'good', 'practice', 'interview', 'summarize', 'interviewee', ""'s"", 'response', 'asking', 'next', 'question', ',', 'especially', 'question', 'could', 'lead', 'different', 'meaning', ',', 'good', '.']","moreover , followed good practice interview summarize interviewee 's response asking next question , especially question could lead different meaning , good .",D,Pass,6,1
"For week 6, you successfully identified 3 different Themes and 3 codes listed for each theme.",Sensemaking 1,73.33,464,18,4.33,18,12,1,63.7,"['week', '6', ',', 'successfully', 'identified', '3', 'different', 'themes', '3', 'codes', 'listed', 'theme', '.']","week 6 , successfully identified 3 different themes 3 codes listed theme .",D,Pass,6,1
You also correctly highlighting latent issues for each code of the corresponding three themes.,Sensemaking 1,73.33,464,15,5.4,15,10,1,48.81,"['also', 'correctly', 'highlighting', 'latent', 'issues', 'code', 'corresponding', 'three', 'themes', '.']",also correctly highlighting latent issues code corresponding three themes .,D,Pass,6,1
"However, for theme 3, the codes are somewhat general but still related to the theme, compare to others where all codes apply to the theme, and the theme makes sense in relation to them.",Sensemaking 1,73.33,464,39,3.9,39,16,1,53.89,"['however', ',', 'theme', '3', ',', 'codes', 'somewhat', 'general', 'still', 'related', 'theme', ',', 'compare', 'others', 'codes', 'apply', 'theme', ',', 'theme', 'makes', 'sense', 'relation', '.']","however , theme 3 , codes somewhat general still related theme , compare others codes apply theme , theme makes sense relation .",D,Pass,6,1
"Moreover, the theme appears relevant to the topic of the interviews as well.",Sensemaking 1,73.33,464,15,4.27,15,9,1,66.74,"['moreover', ',', 'theme', 'appears', 'relevant', 'topic', 'interviews', 'well', '.']","moreover , theme appears relevant topic interviews well .",D,Pass,6,1
"On the other hand, you need to add at least 2 illustrative quotes from the transcript for each code.",Impact 1,73.33,464,21,3.9,21,11,1,77.57,"['hand', ',', 'need', 'add', 'least', '2', 'illustrative', 'quotes', 'transcript', 'code', '.']","hand , need add least 2 illustrative quotes transcript code .",D,Pass,3,1
"However, for some code, it is hard for us to find 2 illustrative quotes.",Sensemaking 1,73.33,464,17,3.47,17,10,1,74.19,"['however', ',', 'code', ',', 'hard', 'us', 'find', '2', 'illustrative', 'quotes', '.']","however , code , hard us find 2 illustrative quotes .",D,Pass,6,1
"Actually, there are mostly 1 quotes, but they do match the code.",Sensemaking 1,73.33,464,15,3.53,15,8,1,84.68,"['actually', ',', 'mostly', '1', 'quotes', ',', 'match', 'code', '.']","actually , mostly 1 quotes , match code .",D,Pass,6,1
Overall good work.,Agency 2,73.33,464,4,4.0,4,4,1,93.81,"['overall', 'good', 'work', '.']",overall good work .,D,Pass,1,1
"Examined by Md. Shamsujjoha In case of any inconsistency, please send an email to 'md.shamsujjoha2@monash.edu'",Agency 1,73.33,464,20,4.8,20,14,2,30.02,"['examined', 'md', '.', 'shamsujjoha', 'case', 'inconsistency', ',', 'please', 'send', 'email', ""'md.shamsujjoha2"", '@', 'monash.edu', ""'""]","examined md . shamsujjoha case inconsistency , please send email 'md.shamsujjoha2 @ monash.edu '",D,Pass,0,1
"You received 12 marks for Week 4, 18 marks for Week 5 and 14 marks for Week 6"" ",Agency 1,73.33,464,20,3.1,20,11,1,95.51,"['received', '12', 'marks', 'week', '4', ',', '18', 'marks', 'week', '5', '14', 'marks', 'week', '6', ""''""]","received 12 marks week 4 , 18 marks week 5 14 marks week 6 ''",D,Pass,0,1
"Manyan, you have done a great job with week 7 activities.",Agency 2,75.0,465,13,3.62,13,9,1,85.69,"['manyan', ',', 'done', 'great', 'job', 'week', '7', 'activities', '.']","manyan , done great job week 7 activities .",D,Pass,1,1
Your MATLAB scripts were properly annotated and you clearly showed how you arrived at the answers.,Sensemaking 1,75.0,465,17,4.88,17,9,1,55.24,"['matlab', 'scripts', 'properly', 'annotated', 'clearly', 'showed', 'arrived', 'answers', '.']",matlab scripts properly annotated clearly showed arrived answers .,D,Pass,6,1
